38593,19250,18969,47996,38602,35911,9718,38328,5313,16053
7482,39596,49179,31308,20291,7750,47882,43340,40998,17210
28593,22066,22289,28553,10862,7212,43750,18648,26927,15426
32394,19025,39351,49865,29988,5612,48207,21607,28571,20730
41261,18599,34349,43829,2278,17094,343,42693,21678,14659
7256,34871,45527,2548,9659,30222,35416,10388,19446,12667
12430,20693,48072,1785,43396,22262,3570,21581,13451,40669
37795,8448,16460,42255,30844,24964,3840,27829,20775,242
4687,40025,13099,37661,27497,23399,41019,10507,13985,10007
48978,17040,18878,45576,29885,26107,18555,49731,36898,30149
14843,13376,36161,26270,36798,16579,25341,13305,50218,29379
17826,27550,5053,1285,6018,45587,23457,2069,13921,38323
39004,14145,17779,44527,3770,13230,36665,18822,5768,28464
14482,33713,26551,29727,34840,43206,47133,35837,2391,24863
1047,30096,7463,11679,24708,29602,156,21950,3619,25670
19235,12820,17390,3531,37782,18785,16638,28250,2239,22911
1452,26024,15131,41622,15127,22236,3966,32710,21543,22718
5569,29754,9094,33473,22261,7869,8251,40349,772,48608
13849,27122,46597,18331,22552,11426,48960,34511,15550,17853
28129,46272,3886,27963,21261,6903,28316,21035,41324,47901
45842,2468,46144,356,31564,38579,39442,28749,18294,4377
35315,21573,12495,39519,33518,16611,30215,23058,16019,43956
49939,3575,42851,4642,25694,25704,30184,32294,21359,42936
12683,24092,32004,34468,35962,30645,13394,47521,23808,16218
39973,28860,39599,29356,41535,32016,42351,156,13154,2758
19512,44999,45381,21925,43798,38731,19623,19095,17530,48167
2934,21406,43869,16140,37634,47663,549,17388,30187,21746
47044,18085,16550,39682,31656,38858,2902,38529,21170,41718
39845,27438,3642,28588,21166,40213,32038,445,15137,26829
22088,31150,48104,19439,40653,22257,48951,27538,33512,17891
2837,38220,3468,39735,37145,775,12278,21952,41159,4169
27436,25172,18005,43593,38045,13041,17142,8764,18187,17957
15753,4545,37025,13155,10406,27931,19815,23020,37207,43801
34783,16919,43505,31540,11935,43019,37190,6898,3385,8214
37011,48535,45075,45497,186,41944,44660,36543,8840,32030
3843,24618,4316,20218,10991,48791,6935,12007,48270,21584
48909,37213,43249,31561,19235,16324,36664,10735,1037,20959
32417,8432,41882,18287,7358,12214,29701,33256,39220,7642
641,41069,1188,22411,12831,11189,16113,34144,36789,38719
1684,20897,11827,35651,33195,38062,593,11450,8746,32029
2934,27607,396,48644,2134,17228,49178,7506,38673,47221
33346,31770,26590,39870,47379,6153,8532,13966,23368,43347
32074,6071,33979,6208,33396,7184,46542,14793,7234,27427
26658,4583,18411,4372,49585,47563,45884,26345,13962,45527
47013,29777,10599,25659,48061,30718,31414,49062,19194,15616
14288,38381,30322,29249,3803,14197,7377,18148,11799,49198
6586,33794,4798,14773,24274,9407,31469,28580,47756,40382
26938,14484,34608,35540,11437,22557,24213,11844,24120,28699
31534,36029,32452,10495,40325,29671,15721,19800,39980,10155
27481,6025,19515,33944,30037,29015,13133,21989,24512,37083
48110,33840,20292,41633,36280,15207,1886,33309,8329,45210
25903,7158,44371,36341,11673,25233,8920,40136,40381,20662
28241,32971,28950,9876,24479,42584,44592,45090,19949,39445
12209,25130,30434,39344,28789,9396,5024,35176,38827,12057
13320,23958,36054,11191,41964,42915,12122,33658,12271,13978
45568,45116,7959,41043,3570,15621,45592,27624,17439,9230
23426,7323,11469,13297,6263,19346,20038,34637,19338,47623
13198,7791,50116,3213,20555,50019,32552,28567,32226,23496
4722,33478,35649,41713,46123,10960,22841,37124,8540,48762
37450,35548,4465,22521,2698,30812,22677,5225,25492,42396
2123,37738,48297,37412,29415,16860,20627,32712,14078,48622
46305,17531,40920,38160,46294,14998,33951,22593,44381,18452
41954,45637,32161,20356,11102,3782,34454,7727,22101,1150
47473,27634,45650,26306,9893,18618,31757,42115,40524,23311
21367,23956,19051,23606,306,35088,33145,47173,24458,28614
23638,48736,20176,42821,6723,39269,29173,26708,20959,24620
48616,33155,13673,40316,27432,38113,33137,16833,38774,7710
15307,33918,27284,34823,45738,40962,41267,39144,22992,9889
15230,36550,37500,34326,27167,17563,38725,10218,40465,41041
49578,31518,42387,16108,2328,16510,8123,39281,12562,35382
33288,32294,28568,21534,17088,173,14351,5969,17537,2239
43398,49691,6886,25925,44243,15801,12602,8437,49812,11536
39182,30103,31387,38305,23490,43306,28613,14391,9695,28296
49034,40273,5951,46266,31941,33246,1441,11634,12608,835
4337,17770,16653,17146,13501,19499,6560,39794,32860,16271
48702,41632,39333,16285,31362,18629,13159,403,23843,834
2394,26871,6199,5504,45123,25213,4412,10055,43216,10907
28262,5792,36644,36480,37900,4920,28214,36858,38829,1352
40611,17267,33601,1466,13831,1446,15913,24375,48379,2543
38314,16862,41586,18015,35222,46748,14612,38209,46817,46955
32636,30962,40201,35940,26999,33554,40175,9218,30272,23612
19795,36129,18394,28940,41762,42162,39125,42217,8260,45309
27158,45896,24132,40329,40022,3785,47500,35216,35259,19692
938,34994,6228,28537,40174,41216,7532,37889,28506,46463
43197,4816,40933,43711,44700,27511,22953,24003,22591,35119
30487,36986,22486,22350,28168,24519,23641,17842,27987,7150
49091,28910,8141,49475,33733,30926,15144,43638,20462,6237
1061,8642,22206,18236,33029,14380,30070,37483,23881,21012
45803,7430,21823,20379,6741,9934,15013,23676,39059,46545
35064,35469,37186,25145,37959,15220,18537,5489,10019,49859
46543,25878,31232,25930,4449,19945,30083,9278,40270,27851
40105,12312,6116,46916,10542,33211,4881,39533,15234,32963
43901,4210,7753,28037,19951,37806,43709,12681,42453,38479
7538,2763,47998,49519,36217,20394,40281,20351,26985,28082
25411,47295,42176,3812,33494,18840,13243,3066,45155,19008
9469,152,14672,9507,44527,38513,36230,45070,20867,48162
47941,46762,16283,44167,17872,45802,40934,40261,37453,14172
24228,16311,11940,34745,27394,5668,2555,49595,40776,12040
9776,951,16245,19258,27437,3,5261,9248,20914,41298
8947,25517,26110,4733,50087,42891,8581,18144,21291,343
45117,26189,46766,45148,12234,30495,23769,14050,41405,20635
14891,39707,6505,18322,17891,49132,33877,39305,14826,47681
21324,5221,49270,40387,49376,43926,31573,27933,11370,47878
17594,37341,33643,48963,16572,47455,39303,9652,33067,40494
43017,11381,48762,49613,43400,33627,12463,3146,31803,11073
20966,18070,29417,36162,27519,48593,1174,10727,22018,7218
10626,47823,39133,18606,31823,2458,22610,6996,31331,30969
19622,48683,33953,15401,40597,4354,21214,26705,5122,44575
43533,31733,2536,21431,15442,44903,41408,24183,12562,44159
25229,6187,35591,44582,17767,19815,38904,41208,25946,5829
28126,31895,25006,49845,24534,10926,14826,21021,38167,35646
32398,42271,24567,25612,47755,1454,19107,6559,36592,18601
49097,24021,24594,43558,30935,29955,15113,8244,10543,6492
18842,32123,14386,49905,328,17422,15646,48084,1374,33894
9718,28128,38693,22924,26838,48821,18126,16694,17975,48728
39705,33272,49138,47748,19776,13660,8250,13926,4369,35221
1232,48240,38680,33347,4082,28288,23310,18426,11071,28681
7335,25945,42864,49936,41231,22533,27515,49854,10295,32280
43396,37053,4782,17429,46203,30287,4561,29493,22943,22097
34439,8434,11535,12323,45244,32011,356,21526,13843,36683
47964,34628,27197,18822,31050,33313,25390,22452,36324,49290
19118,33955,23376,46342,4533,774,15415,16285,4682,45908
1983,16648,12534,40276,45341,6840,12395,17301,31604,13196
40223,42549,46152,25963,14721,4848,7605,12556,37388,102
37882,38836,12053,43630,7302,43695,38370,26007,3984,19233
13100,45299,37500,11035,25559,13169,23777,2902,35023,46693
33718,19166,12734,7434,20245,15496,8585,27778,40589,13765
4636,15465,31012,11183,40263,14172,31803,35307,47410,12564
