11101,24035,15436,9058,46733,22873,9755,3435,38330,18908
45791,14261,22159,9817,19401,20934,19172,3102,42123,3982
11894,47832,1223,29706,29847,35964,49292,7484,9704,38552
38765,31433,33097,27636,24942,50247,11798,41415,6259,23447
14360,47957,25272,21241,16696,42294,42560,2171,49395,45221
38199,17228,18732,44210,42474,21302,19329,3187,48756,1150
38892,44384,41644,13728,33340,48222,38560,5678,24062,11908
6538,3663,36007,2840,20925,45327,18497,17653,15918,1520
46625,34644,5662,4954,42738,39026,27057,36311,28830,27048
44531,7171,39402,5800,14976,16172,44896,33896,20188,24166
3527,3428,42192,30213,8354,48618,8469,23250,29179,33882
41725,40659,21710,20516,31916,6827,34368,29230,31067,44290
13793,25889,41699,16129,33396,22789,20813,49796,4551,4301
16604,42750,13907,31842,35713,7625,33289,25404,9839,21171
38727,6919,40236,23777,38428,8572,41987,41609,33833,13756
12782,2882,10096,13559,7437,47485,46299,10766,35329,10967
17332,44845,16459,33017,25586,36290,3991,42,18702,44354
48049,46750,47997,37622,40888,46326,46510,24338,35272,12559
17030,17452,1229,25329,24642,26787,43865,29688,14186,36312
34189,8033,13199,1668,25365,38334,13817,20442,5609,14738
21163,36329,31727,36849,42234,12674,8422,1415,44540,25163
446,43845,22436,20391,13191,35998,49036,24376,47541,33152
46130,24974,10472,4370,29189,44967,2806,23277,24258,554
34305,39686,4304,45123,45943,34011,37980,14081,42136,44036
32539,48681,25874,28082,46831,38199,18263,12701,18763,49791
42548,4775,673,2205,8121,41087,9406,36981,8371,48897
38544,17708,25046,45914,35319,1882,21719,32607,7359,39261
5386,22053,42112,15249,21036,41095,7621,33848,1776,26037
855,33303,25120,1701,22249,31948,1177,13570,18991,24685
25979,36680,34439,6747,28672,39729,27272,6912,31663,47610
30384,3832,16764,49145,26241,26676,26409,6080,16338,23804
13372,30028,46929,10273,33634,25781,46763,45443,5927,36451
29644,46180,27519,30377,19732,19509,23145,3510,25365,44961
10098,32878,45803,11036,9418,44761,1307,18402,38334,38956
2755,9114,28209,41220,37104,12624,2890,38121,28635,38828
23357,37316,6571,21976,24029,25901,40863,16495,45370,23627
49803,6837,40539,16772,23405,4511,44163,247,7383,16682
26824,10159,10295,36813,9364,17871,21042,14461,3091,23645
8618,11850,6007,10040,11630,47068,30772,40015,31876,42295
9253,26861,41679,40669,16526,21102,39551,1865,15420,33887
8018,46859,39613,31348,45655,33127,12841,1779,10735,32295
16829,25261,1759,9192,15429,28856,21416,24812,13112,21919
3797,1158,6150,5289,1750,21181,40804,39682,2673,34651
42292,42014,37923,47267,32253,39005,20312,48010,35373,42879
10347,29599,23987,7826,20588,13918,15804,1532,27627,29084
36072,3988,10852,711,3212,23923,3932,26411,38041,8885
21047,36751,23880,29468,18598,7315,31243,21051,457,22412
34552,441,3888,19977,29850,23181,43935,38591,17232,22814
33410,11696,17541,14237,30812,47896,1500,20183,46776,27738
40537,6145,21377,1530,32679,38385,36266,18204,23324,45241
9815,20419,14718,10755,7030,9754,10568,10720,24533,32043
11815,15793,49071,19160,13381,47637,47973,6392,49910,33209
5635,4805,45148,46725,44922,24533,17189,32389,11451,43690
26230,37094,16567,49733,21764,39847,10804,21189,38006,34932
45626,32902,6920,47697,21192,13113,26261,9515,4167,26403
10787,49410,36857,36744,5901,21694,13158,49939,37018,34512
43107,32013,22935,7717,37312,45120,34576,13308,37769,3412
8524,38967,5451,13526,2220,20942,18899,17269,2769,11624
42019,43663,33828,21323,7807,46305,47818,24277,14250,45691
35205,24097,25314,47972,48374,17785,46837,27857,18583,49597
12200,44380,19725,34153,1672,25419,47324,33726,40890,4983
5036,34170,29680,22743,35321,33577,17004,47543,11749,21054
8438,43013,29529,39426,9822,35042,5927,7552,20171,46760
4151,1197,11019,9345,7925,12256,42654,20026,27409,30788
38984,24145,34900,48359,36803,42834,38942,37013,13439,41686
29375,23285,41553,18534,4028,44323,14380,5759,40764,50038
33886,2684,16597,41212,15854,4093,46543,4761,22335,31378
20708,33575,30654,6316,45843,33052,29439,5642,2402,31604
